cellpath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|True Urine
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|True Urine out
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|unmeasured urine
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Unmeasured Urine
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|unmeasured urine output
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urethal Catheter
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urethral Catheter
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|urinary output 7AM - 7 PM
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|urinary output 7AM-7PM
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|urine
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|URINE
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|URINE
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|URINE CATHETER
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Intermittent/Straight Cath (mL)
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|straightcath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|straight cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight  cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight Cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight  Cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight Cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight Cathd
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|straight cath daily
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|straight cathed
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight Cathed
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight Catheter-Foley
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight catheterization
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight Catheterization Urine
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight Catheter Output
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight Catheter-Straight Catheter
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|straight cath mls
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight cath mls
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight Cath Q6hrs
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight caths
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight Cath UOP
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|straight cath urine
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight Cath Urine
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-straight cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine-straight cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Straight Cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Condom Catheter
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|condom catheter
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|condome cath urine
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|condom cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Condom Cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|CONDOM CATHETER OUTPUT
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine via condom catheter
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine-foley
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine- foley
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine- Foley
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine foley catheter
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine, L neph:"
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine (measured)
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|urine output
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-external catheter
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-foley
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Foley
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Foley
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-FOLEY
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Foley cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-FOLEY CATH
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-foley catheter
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Foley Catheter
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-FOLEY CATHETER
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Foley Output
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Fpley
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Ileoconduit
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-left nephrostomy
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Left Nephrostomy
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Left Nephrostomy Tube
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-LEFT PCN TUBE
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-L Nephrostomy
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-L Nephrostomy Tube
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Nephrostomy
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-right nephrostomy
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-RIGHT Nephrouretero Stent Urine Output
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-R nephrostomy
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-R Nephrostomy
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-R. Nephrostomy
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-R Nephrostomy Tube
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Rt Nephrectomy
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-stent
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-straight cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-suprapubic
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Texas Cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Urine
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Output-Urine Output
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine, R neph:"
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine-straight cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine Straight Cath
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|urine (void)
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine- void
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urine, void:"
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-External Urinary Catheter
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-External Urethral Device Condom catheter
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urinary Catheter Indwelling
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Temperature probe;Straight-tip;Triple-lumen
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Straight-tip
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Kristi Lawless, RN Latex;Straight-tip 16 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Straight-tip 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Straight-tip 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Double-lumen
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Temperature probe 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Straight-tip 14 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter LF, SN Temperature probe"
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Straight-tip;Temperature probe;Triple-lumen 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter K. Hardy RNFA Latex 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe;Straight-tip;Latex
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex 16 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Maria Pelance, RN Latex;Straight-tip;Temperature probe;Triple-lumen 16 Fr."
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Chasity Yates, RN Latex;Straight-tip;Temperature probe 16 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Anne Lowe RN 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter A. Hegarty, RN Latex;Temperature probe 16 Fr."
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Deanna Revis, RN and Rose Cullom, RN Non-latex 14 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Straight-tip;Temperature probe 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe 14 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Kimyona Ray, Jennifer Bishop 14 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Victor 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Amanda Stranten EMT Latex;Temperature probe 14 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Mavis , NR Latex"
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter M. Irwin RNFA Temperature probe 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Straight-tip 16 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Marie Irwin, RN Latex;Straight-tip;Temperature probe;Triple-lumen 16 Fr."
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Yasemia Lebron, RN Straight-tip 16 Fr."
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Teal Curry, RN  Straight-tip"
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Josh Paramedic 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Temperature probe 16 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter M. Tice, RN Latex;Temperature probe 16 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Stormie Duffy RN Straight-tip 16 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Diana Acuna, RN Latex;Straight-tip 16 Fr."
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter A. Hegarty, RN Latex;Temperature probe 14 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Dr Wrenn
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter C. Wofford Temperature probe
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Natalie,RN Non-latex 14 Fr."
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter L. Simpson, RN Latex;Straight-tip 14 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe;Non-latex
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Heather Richard Rn Latex 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Double-lumen 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Mavis Nyako RN 14 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Darrell, EMT  Latex;Temperature probe"
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Chip Harris, RN  Latex;Straight-tip 16 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter dr macdermid Non-latex;Straight-tip 14 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Christine Hinshaw, RN Straight-tip 14 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter tawanda nt
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter M Troha RN Straight-tip 14 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Diana Acuna, RN Latex 16 Fr."
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Diana Acuna, RN Latex;Straight-tip;Temperature probe 14 Fr."
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Chasity Yates, RN Latex;Temperature probe;Straight-tip 14 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Temperature probe;Straight-tip 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Coude 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Straight-tip;Temperature probe;Triple-lumen 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter k hyatt RN Non-latex 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Christian Smith RN/ Laura Caudle RN  Latex
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex;Temperature probe 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter P Weatherly RNFA Latex;Straight-tip;Temperature probe;Triple-lumen 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Straight-tip;Temperature probe 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Christy Golden RN 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe;Latex 14 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Stephanie DeHart, RN Latex;Straight-tip 16 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter James Dunlop RN Temperature probe 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Greg Meadows RN Latex 16 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Josh McDaniel, RN Straight-tip 16 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter K. Hardy RNFA Temperature probe 16 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter John NT+3, Carrie RN Temperature probe"
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter DeLisa Cobb, RN   Megan Stocks RN Temperature probe 14 Fr."
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Diane Wilson, RN Latex;Temperature probe 16 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter emt-liza Temperature probe 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter A. Haggard RN  Temperature probe
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter L. Taylor, RN Latex 16 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Amanda Lee  Latex 14 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Kristi Lawless, RN Latex;Straight-tip 14 Fr."
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Diana Acuna, RN Latex;Straight-tip 14 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter sheilla ridenhour 16 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Vina Sananikone, RN Latex 16 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe;Latex 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter 18 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter B Jacobelli, RN Latex;Straight-tip 14 Fr."
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Sara Early, RN Non-latex"
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex;Straight-tip 14 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter K. Lawless, RN Latex;Temperature probe 16 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter James RN Temperature probe
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Double-lumen 16 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Sarah Burnham, RN and Jordan Perkins, RN Temperature probe 16 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Brittany Davis RN Non-latex 14 Fr.
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Marie Irwin, RNFA Latex;Temperature probe 16 Fr."
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Hayley Ringley, RN/ Dr. Thompson Temperature probe 16 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Coude 18 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Temperature probe
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Chasity Yates, RNFA Latex;Temperature probe 16 Fr."
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter April Whitlow EMT Temperature probe 14 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter hayley ringley rn Temperature probe
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex 10 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Christa McClellen Latex;Straight-tip 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex 18 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe;Non-latex 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex;Temperature probe 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe 18 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex 18 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Indwelling/Continuous Ure
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Coude Urethral 16 Fr.
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Straight/Intermittent Ure
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Urethral
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Condom External
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Nephrostomy L
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Indwelling/Continuous Nep
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Condom Urethral
